Name,Address,Phone number,Website,Rating,Number of ratings,Governorate,location Link,Plus code,Latitude,Longitude,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10,Photo 11,Photo 12,Photo 13,Photo 14,Photo 15,Photo 16,Photo 17,Photo 18,Photo 19,Photo 20,Category,Region,Place description
M.L.Restaurant,"Hawakhana-Singimari Rd, AB Mission Compound, Tura, Meghalaya 794001, India",+91 98621 84096,Not available,3.6,547.0,Cairo,https://maps.app.goo.gl/xXyxSZPeiy9XGwN19,"G689+GX Tura, Meghalaya, India",25.516312,90.219938,https://lh5.googleusercontent.com/p/AF1QipOO26pJHtlL5Zau3mtYRnAg0I0YTNdSm414OIUo,https://lh5.googleusercontent.com/p/AF1QipOzxzo7cXxt2_PL58rHkfTuQ-8Oz04U3mF1mOEY,https://lh5.googleusercontent.com/p/AF1QipPM6iSvLq3FKLgMRtoICDUEUoImST00HS2ZJ3A_,https://lh5.googleusercontent.com/p/AF1QipNgMUIpYTneZDLsTivgcZn15xmSmr0i4jpGFk83,//:0,https://lh5.googleusercontent.com/p/AF1QipOlYsWKlALnwmBkjvFa0lKuQNCGwG5XKY2PZ5Ra,https://lh5.googleusercontent.com/p/AF1QipMiMAIzldjrLqPxJPAj5LEUFmONGgW08spv6nGU,//:0,https://lh5.googleusercontent.com/p/AF1QipMNBBdj7Cxe2oZtGuuL1YneC9HbNhATAuMBKMMV,https://lh5.googleusercontent.com/p/AF1QipP1uKFuGwSGUyn0yQ5A51hrUr3KfoCclNSWzhDr,https://lh5.googleusercontent.com/p/AF1QipMHdLvMZXugZVR80PWLJKNVI65SWapLmnF20v0q,//:0,https://lh5.googleusercontent.com/p/AF1QipN8122hFK37NTdYE-t3gUzaUBqxBAmSEFIErlSE,https://lh5.googleusercontent.com/p/AF1QipNBebIvBQqRHaGkANoOjPR8InU21yFU3WkrOBPA,//:0,https://lh5.googleusercontent.com/p/AF1QipMCwXYnqGk6MIb8O19Z9N1S9ZwJ-MCRx9s5uHn1,https://lh5.googleusercontent.com/p/AF1QipMDj2uf7fjjjxPh4R_KcNdB1ibNQ-hH-olhcFir,https://lh5.googleusercontent.com/p/AF1QipOmkvft7Zzq4FTMWsnyaTTVbb9CEJ4lkvMtHx47,https://lh5.googleusercontent.com/p/AF1QipOgCisUZBDTMQnya2DK9a222RDAWutLJJU0THRH,https://lh5.googleusercontent.com/p/AF1QipPxjF4vSAvIl71mpom0oXtRh3OroF-vyDz30RQI,restaurant,Tura,Restaurant
West Grill,"TBC Rd, AB Mission Compound, Tura, Meghalaya 794001, India",+91 82589 77725,kyte.site,4.1,47.0,Cairo,https://maps.app.goo.gl/fDEvRwzEinNufh3Z6,"G699+2Q Tura, Meghalaya, India",25.517562,90.219437,https://lh5.googleusercontent.com/p/AF1QipO73WVcxvuK-KiDkkmiOtkod_F0Xi69GJ0gGX0f,https://lh5.googleusercontent.com/p/AF1QipMjK21mT63qu6INCmCI9GxqTF_YmpDS35w26cZR,https://lh5.googleusercontent.com/p/AF1QipP8zlcK7kUAhMQEnxZLPTGBKDzZqI93evg5u5lD,https://lh5.googleusercontent.com/p/AF1QipPzuukV3VykMMAOlPeVUcdW44SOU7Igbgfog4X6,//:0,https://lh5.googleusercontent.com/p/AF1QipOOG3CaCMlQtW7W2QutILtM0PQ8kpiOa0vKqtOy,https://lh5.googleusercontent.com/p/AF1QipNOfkTQLQCRRKxJ-wI8TV41x-K-vvfLjRq5TbRf,//:0,https://lh5.googleusercontent.com/p/AF1QipP3FpZUvqzsyImv2gcI-D_ah3hbl3Hk9CHRz1dR,https://lh5.googleusercontent.com/p/AF1QipOBp6fSjMAYf6ODHdvRfcChM4cQUkvhicqa6TKi,https://lh5.googleusercontent.com/p/AF1QipM70yn7uRpHshjOzdIp6rU7pWkTfy5v0f_ZDV6Q,//:0,https://lh5.googleusercontent.com/p/AF1QipPPZwXWJ-VYPGo7f8ezPbql8NNN1Gh91w5jA4i_,https://lh5.googleusercontent.com/p/AF1QipMMN2CVDtFuuXDDrDCqFgRFQHtpiuM2HeLWO7XW,//:0,https://lh5.googleusercontent.com/p/AF1QipPx0m77gZY6ryxbNui9NN7eVolep76FL8AsVtnD,https://lh5.googleusercontent.com/p/AF1QipOQmDA0WfbyyjeZOXxr1QT6eMHxQ17LJRSzCTP0,https://lh5.googleusercontent.com/p/AF1QipMCmuMuiWGncpTYQ34_pXxWKxXrfev_IgSwMx5k,https://lh5.googleusercontent.com/p/AF1QipME3nyJDfNcnqqsrzx65dt_L_N7yGDXXrOyrd-W,https://lh5.googleusercontent.com/p/AF1QipM-Fy68XSDd9n4E5iYOgrEhOv8MDMdGfc53UVRw,restaurant,Tura,Restaurant
Brookview Restaurant,"Upper Chandmari Rd, Tura, Meghalaya 794001, India",not available,Not available,3.9,425.0,Cairo,https://maps.app.goo.gl/FAYjpZRc31bq54VV7,"G68C+V9 Tura, Meghalaya, India",25.517187,90.220938,https://lh5.googleusercontent.com/p/AF1QipOW5xdGWRdfE-VVogX6F7I4NAvzIHCzS1rr9p5l,https://lh5.googleusercontent.com/p/AF1QipNbx0qn7IgpAkH-wimiPPL4j1lChNL8tHS_GAp7,https://lh5.googleusercontent.com/p/AF1QipNPb7USHxC0h-0aDcGdTXVnIGkyj4Wwr4vHQLoS,https://lh5.googleusercontent.com/p/AF1QipNv3c6FxrdRCcU1Cc443_Qt_0bD1495FFRwIWEM,//:0,https://lh5.googleusercontent.com/p/AF1QipPcACEpbCphHzwKx_LRrCfmvwn4a1AafTTpZL6N,https://lh5.googleusercontent.com/p/AF1QipP6q6fsN8t4fXOn1K2juZyDy1bWQ0Jpg8tka-f0,https://lh5.googleusercontent.com/p/AF1QipMr_3r01wMiXZkqdKvvHivijDmPOqgoK0rz5JHs,https://lh5.googleusercontent.com/p/AF1QipMHCr-rhZe2CDb-WzpmdbgAG9pe2yCi2E8iuYBj,//:0,https://lh5.googleusercontent.com/p/AF1QipN_vx6T3anAo6vCv-HEumc8pDyqDQYImVdbyO9c,https://lh5.googleusercontent.com/p/AF1QipM0lugRQYp8OryyLL_a2RAKshCr3gPyagZiYBIJ,https://lh5.googleusercontent.com/p/AF1QipMZdH9TsBBeM23Tz2Kx7YY41j8YIsKm85aUbrVR,//:0,https://lh5.googleusercontent.com/p/AF1QipOzt-9lbU7KdsrBqXxl7Ywb9jkhgJ2gwimSU0T_,https://lh5.googleusercontent.com/p/AF1QipOlQl4lI7dvCbvra5qVwFSumsjGpGnT1zhXsXhh,https://lh5.googleusercontent.com/p/AF1QipP-7PH8gy7uDkdnUNojMW7Z-3KK1DXUvrrlQwVa,https://lh5.googleusercontent.com/p/AF1QipNrzhfaEdv8bvbrvc2SlmgWQoI_nVa4fpa-F0FJ,https://lh5.googleusercontent.com/p/AF1QipPpsT-0WA1hBjfd5L_faZtdZm5GZZNEY5ceMbPA,https://lh5.googleusercontent.com/p/AF1QipP1uTY2alzqmeabfjKarPeYHaCh6cpQ1ijCUAor,restaurant,Tura,Family restaurant
Meals N Memories,"Opposite Sericulture Farm, New Tura, Araimile, Tura, Meghalaya 794101, India",+91 87318 57748,http://www.facebook.com/mealsnmemories,3.6,114.0,Cairo,https://maps.app.goo.gl/ohXCDNYKFoNeBKhy8,"G55V+XX Tura, Meghalaya, India",25.509937,90.194937,https://lh5.googleusercontent.com/p/AF1QipOZssF-estDWIrJ87C7DbNDKKKMY2I5i--rZzLj,https://lh5.googleusercontent.com/p/AF1QipNZcVL2JDZoqlXERjzSm00cvCpoUEcqHKkiIQFD,https://lh5.googleusercontent.com/p/AF1QipM-b5XfU-H4TbX_nsQwJu9EA4x0_nA5P0nFu6Fw,//:0,https://lh5.googleusercontent.com/p/AF1QipOGm0FPwNrZ6Y17WrK_m0DXZrY_1zv7oHwvQ3b5,https://lh5.googleusercontent.com/p/AF1QipMATg-KzP3CWcdtfJj83T1GLtFldLzfc2itZIRY,https://lh5.googleusercontent.com/p/AF1QipN45yjtPXkkkb9ZUrxlQmqpX59pTGE_X8bEF8Kf,//:0,https://lh5.googleusercontent.com/p/AF1QipPoQ6V_qdUlw-qe0hZcjUd-hhQIxIAm1-zBszX4,https://lh5.googleusercontent.com/p/AF1QipOlP2j4xB9qnsFUmAhEVZGBNzdOY3woAU6N-yMv,//:0,https://lh5.googleusercontent.com/p/AF1QipOdxpx8YWClL45x0DAH55BvWaJaQfJCIgDokkwN,https://lh5.googleusercontent.com/p/AF1QipOygIQ9fyillBFeDaw9BYGhhzFndCuZPp6J4czU,https://lh5.googleusercontent.com/p/AF1QipPPLGMQPY9hNIZH2wZvfY4fWz1hpufASlUfEPv6,//:0,https://lh5.googleusercontent.com/p/AF1QipMydjlnb_558i2ziNVu0XQFvhw4dA8RgzrxKbab,https://lh5.googleusercontent.com/p/AF1QipPBQ9VsKMAxafv5_uVc378BVp_3cvtbIBvyy-fa,https://lh5.googleusercontent.com/p/AF1QipNMhF6u3UjLcwNkgGYS_rNxZVXY6j7NKoUNijL0,https://lh5.googleusercontent.com/p/AF1QipOwx5jBM9c8zlpKpQCsi2PsmrnMvky7qTrOvS5T,https://lh5.googleusercontent.com/p/AF1QipP4UfC4rQkr7_nMPXfijZQUMfGreDjkFMD1zPpj,restaurant,Tura,Restaurant
Barbeque House,"G689+8RC, Tura, Meghalaya 794001, India",+91 70052 23105,Not available,3.9,8.0,Cairo,https://maps.app.goo.gl/E3LPUbveM9KrhNTP9,not available,25.515813,90.219562,https://lh5.googleusercontent.com/p/AF1QipNQJeHAkfb2aGSBvpkoLcKQiC0eIyktv_RVDadU,https://lh5.googleusercontent.com/p/AF1QipMJEf0RPd7-VjzIEEn6SHGL2mzM4TJ5OWZASgW8,https://lh5.googleusercontent.com/p/AF1QipOrrQ_UO5SGuE40EdJxg3eGalhvpIFJgXcCPcun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G-DPOSVqVOtNlOmWIxU93A&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=132.43204&pitch=0&thumbfov=100,,,,,,,,,,,,,,,,,restaurant,Tura,Barbecue restaurant
Tandoori Hut,"G688+982, near HAWAKHANA PETROL PUMP, Tura, Meghalaya 794001, India",not available,Not available,3.9,149.0,Cairo,https://maps.app.goo.gl/kaFcEEzj26KVeUdQ8,not available,25.515937,90.216188,https://lh5.googleusercontent.com/p/AF1QipNpoRRf4xKhMTyirO8HP9iNJIpey27tghy6e0Cy,https://lh5.googleusercontent.com/p/AF1QipPojNlh4pfsnm5yUiduTqARogMgoUkJByWQbQRk,https://lh5.googleusercontent.com/p/AF1QipPI2Fejt86zLnOEdt7P75Cy5i-LcI9KdxBIOZM,https://lh5.googleusercontent.com/p/AF1QipMWZTWUhcHEob-hrbmyVq2H8QLMoHARBD4RSHLc,https://lh5.googleusercontent.com/p/AF1QipNt-RVL4HIz07Fd5vrH299jWn-REZxshynGCTnM,//:0,https://lh5.googleusercontent.com/p/AF1QipMm3uQMSd09oAQvP9wwgTPdtzuhGfwUA1u5zNI,https://lh5.googleusercontent.com/p/AF1QipMJPYfREgEiXrLH8-cLPgPvrdlRR0QXJjNHYkmT,//:0,https://lh5.googleusercontent.com/p/AF1QipPBD26DblkXdNNScVJMMhfr6pBlbBJeY4JAG-ul,https://lh5.googleusercontent.com/p/AF1QipPdYj-bgiJ3YLa-C-XnAJ0-YDJ4hX2hoOaaKnko,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6otZPUzxLvs19LOaGuZNRA&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=295.1772&pitch=0&thumbfov=100,,,,,,,,,restaurant,Tura,Chicken restaurant
Biryanis and rolls,"1st floor, Hawakhana main road, above Van Heusen showroom, next to Lemar Complex, Tura, Meghalaya 794001, India",+91 70733 42833,biryanisandrolls.site,4.4,165.0,Cairo,https://maps.app.goo.gl/vtAE9grkruVK3Fgw7,"G686+46 Tura, Meghalaya, India",25.515313,90.210562,https://lh5.googleusercontent.com/p/AF1QipPga2TZLvUjS6ELN4KdLlHKnCqMm4k8kuWwDTFY,https://lh5.googleusercontent.com/p/AF1QipPK0wSxS-AlStWhz9v6diOTWAV5t1i5h3amWazV,https://lh5.googleusercontent.com/p/AF1QipP2EGOYgeMcZsiW_Nw9ayf5mCa1A2LFPCCHq3_o,https://lh5.googleusercontent.com/p/AF1QipMO1_SjR88V83gedQJrSJRgCcLOg4KkHgx59Ww0,//:0,https://lh5.googleusercontent.com/p/AF1QipN6wf-gWnm8rA6GVKjXDTpb1u9Jxabbp-ANAHpa,https://lh5.googleusercontent.com/p/AF1QipPizDXgXW4YM2jWp7GhuKVkOQyujQFYPjAlCFSR,https://lh5.googleusercontent.com/p/AF1QipN2eYNGj8PyUTO3QxO9SvCiVr2uOT45Mp_JSQW3,//:0,https://lh5.googleusercontent.com/p/AF1QipNiXbaF5OeiAIuj_1YbDxn3l8El-5hh-LDTtrL1,https://lh5.googleusercontent.com/p/AF1QipNlg0u8Ih-K3as7vzluxxP61SOfOrMwR0nRVlb-,//:0,https://lh5.googleusercontent.com/p/AF1QipPkfGAE78xvNC7hSCip8u4H18EVuSKRI8LueQRv,https://lh5.googleusercontent.com/p/AF1QipPeM2qvkWMxH-J9oPc1dqy5_6mmJe2Vr45qSPtE,//:0,https://lh5.googleusercontent.com/p/AF1QipPac15eULyIeRgNDcsxD0FzyCaD8Qwq2hwxXlPd,https://lh5.googleusercontent.com/p/AF1QipPJuzYPjdPpLcRsrKO_rD7mwB24tdu0XhjBKSRT,https://lh5.googleusercontent.com/p/AF1QipN6Yh2UgbJG1c6j9ZMxblTjmuXyiB95xMcMb556,https://lh5.googleusercontent.com/p/AF1QipOXDgWi2DbYXc1Pf2Pxhqe8W8OnCkgHeZ8ev-SQ,https://lh5.googleusercontent.com/p/AF1QipPYF1l_hzdQ0O07qPXUjmv0kTczjuh8Ug50ZDwk,restaurant,Tura,Restaurant
Cafe Aldara,"Rongkon, Tura, Meghalaya 794001, India",not available,Not available,4.1,50.0,Cairo,https://maps.app.goo.gl/YZZPgeNhXkF66fek7,"G6PF+JH Tura, Meghalaya, India",25.536563,90.223938,https://lh5.googleusercontent.com/p/AF1QipP5bhLNmE4cBVLJzILsa4GB33_iHpfqfA1mJH2o,https://lh5.googleusercontent.com/p/AF1QipNpPQ1onrYj7Xfb3WfVrLHwlXnNutq7ZwcVnc91,https://lh5.googleusercontent.com/p/AF1QipMVmhGWBqM_RWhrkdA2zHcaoB-avvhDsmPX8Zgj,//:0,https://lh5.googleusercontent.com/p/AF1QipNo3SqvmVpbzXlMvvog9VsSMEgngu6E3GUhJhMb,https://lh5.googleusercontent.com/p/AF1QipNnKq5L0YCJWOR_qHTwSoRFBWXf5WCycLeSZsKI,https://lh5.googleusercontent.com/p/AF1QipP0xKZf-x_0N2zVsf813hMJoT_oaxH8ZsUaovRI,//:0,https://lh5.googleusercontent.com/p/AF1QipOzxYE96gdD01PnuhUg2Acf7xkgWSSkYoBtjn4T,https://lh5.googleusercontent.com/p/AF1QipO8_B4RkDntthy46Gm3fXr4YhXdECgtsuLoYZlM,//:0,https://lh5.googleusercontent.com/p/AF1QipMfPPdZPEWWc8LcXreoDrh-eUKwPkv7V-NEy8h3,https://lh5.googleusercontent.com/p/AF1QipPnrzy6ckh044bOPnVpRr_wg50eEw-0xtk_T7Ev,//:0,https://lh5.googleusercontent.com/p/AF1QipP3Dvn0Ko6mGJYizNeCHgjeP2f9Qe2hklc6qRSF,https://lh5.googleusercontent.com/p/AF1QipOr8IP7VquMBx57TxDxyEKIjwBpYSE7eZ6bTXg,https://lh5.googleusercontent.com/p/AF1QipNN6qjzhSjea-3t7xYORKI9brekt_OSNXTdoWYu,,,,restaurant,Tura,Restaurant
Waldi's Cafe,"Durama College Road, Tura, Megonggre, Meghalaya 794001, India",not available,Not available,4.5,20.0,Cairo,https://maps.app.goo.gl/jsBoTbcmtu9DvdMT6,"G6RG+RJ Tura, Meghalaya, India",25.542063,90.226563,https://lh5.googleusercontent.com/p/AF1QipPXPCyw87Gmwy1eEw6kwa8oCPS-aY9BFmIvvSUQ,https://lh5.googleusercontent.com/p/AF1QipM_wlOfa1utO2TYvVJp9knhdm7di9Tp_A__rdpl,https://lh5.googleusercontent.com/p/AF1QipOKWN3pbEK1tV7Od5lQxAI3HJQNA9CEym4sQWFo,https://lh5.googleusercontent.com/p/AF1QipPceDuwzy5I8C_g86m6SJiWfMZDRkpRvFsVCGff,//:0,https://lh5.googleusercontent.com/p/AF1QipNmI3KKEa0MXN2mUBNQ6nfUfdiZ32sY8yVZD_D1,https://lh5.googleusercontent.com/p/AF1QipPNnodVquHH1wopwDtq1lN4r_qZu-tNuIzDK1m5,https://lh5.googleusercontent.com/p/AF1QipNWNrM4Cd7Zwho062fPfM0JO1syDQ3lo6E-3I7i,//:0,https://lh5.googleusercontent.com/p/AF1QipNBFZsEG7ZZ6xm0lDO2nJUtg8nuE3KJzLuhv3bF,https://lh5.googleusercontent.com/p/AF1QipNHezXad-AxEq_sHUHWN2Gkidqj3GNuSwlDj8Ud,https://lh5.googleusercontent.com/p/AF1QipNXpC0OetGErB7pdDWtoOWOAtqT5gqXzBthbsmu,//:0,https://lh5.googleusercontent.com/p/AF1QipO7buwCXLt8F9UV9wNGe-4vq04bMW1OTkOt_Q66,https://lh5.googleusercontent.com/p/AF1QipPnzJx_oc0asFW5oe1yIbNjngD1XRFJVza-YyLc,//:0,https://lh5.googleusercontent.com/p/AF1QipMcsbk4AbFbHksWGPDApgL2NmJm6ozvLSE1IsT_,https://lh5.googleusercontent.com/p/AF1QipOOwEGuDg_FmWVNQXEwljyDlT8eFIc07HXNGDRV,,,restaurant,Tura,Chinese restaurant
Open Hand,"G668+GRH, Tura, Meghalaya 794001, India",not available,Not available,3.6,97.0,Cairo,https://maps.app.goo.gl/gochvDd9vFsCCqMm7,not available,25.511313,90.217062,https://lh5.googleusercontent.com/p/AF1QipNd-6DFsbvgzAez8kDK2tLp2nkfBrq8x0OVl89_,https://lh5.googleusercontent.com/p/AF1QipOKMWad3eBp4tU9Zs8H-JG38u3NRLNreykVsg5K,https://lh5.googleusercontent.com/p/AF1QipPedFOMf8FgvRSOD1s2hpY61npRg2JGDVLVxh9w,https://lh5.googleusercontent.com/p/AF1QipMtCUEo9rgk80afjBHAx_tXHx3EGlVtxJuQDxdk,https://lh5.googleusercontent.com/p/AF1QipNuZ3g2ozYYpz1tsYurlJqntPGS6J840j_xYJce,//:0,https://lh5.googleusercontent.com/p/AF1QipPKy_0KlBOnbGM7vNhwxyepYXejxgEbBlFoWjb8,https://lh5.googleusercontent.com/p/AF1QipN1ld5uNXqZtRjwFU9D-ITltBivq_53hvGlzCJ1,https://lh5.googleusercontent.com/p/AF1QipN2b4GqAmntfzregyzmMkU_jnmIPBtslAXKZSww,//:0,https://lh5.googleusercontent.com/p/AF1QipPlUvLDy14vwkWZNdCYvlr_aJ054AcXJVQuFe2Z,https://lh5.googleusercontent.com/p/AF1QipOYTW5G0L4Lu8UtpiS16L8h-UycgVd6-uMlOAu3,https://lh5.googleusercontent.com/p/AF1QipO18qhKYh7eeScU4euZeMtBtwb_WgyGigrFvf91,//:0,https://lh5.googleusercontent.com/p/AF1QipMVTBdz9TQX96x87IFak3TDCsATtV3zLUzS6ZW0,https://lh5.googleusercontent.com/p/AF1QipN0xBe-OOzmPyiFe6_Kq_POHwqZ9XWLwpRUjB9k,https://lh5.googleusercontent.com/p/AF1QipOk-MJ_jzezl5HdYq2QIlAp8PVEjFdGYQj0Y57S,https://lh5.googleusercontent.com/p/AF1QipPbbCDasTUUEkHcWzYBky5v-qD1tZkWKhNEy6mm,https://lh5.googleusercontent.com/p/AF1QipO3reuuxe6nLEEps91--LVOgPhIRi0fJklMOFS2,https://lh5.googleusercontent.com/p/AF1QipPhZ1fVl8503-Y5G2kyqU1NYRqO7A05CSRKUYS4,restaurant,Tura,Fast food restaurant
The Soul Food,"Neiro Ading, Tura, Meghalaya 794001, India",not available,thesouldfood.com,4.1,95.0,Cairo,https://maps.app.goo.gl/TWzb6xUw7jkzp6iC9,"G686+X2 Tura, Meghalaya, India",25.517437,90.210062,https://lh5.googleusercontent.com/p/AF1QipPxiMEr6nBvQSzseu6u62mzM9H7TNEmCn8wkuCn,https://lh5.googleusercontent.com/p/AF1QipPoV7Pbat5MogOYbhadIZGZfCAYtEP0_F_Jumm-,https://lh5.googleusercontent.com/p/AF1QipO7Jz0ruHKf4L8r_oL_utxt_5JxCwNZVUii-pxc,https://lh5.googleusercontent.com/p/AF1QipPS84oMkkp3biP0lXUyr860TcnHLquPjX-7SCeQ,//:0,https://lh5.googleusercontent.com/p/AF1QipNjcfi0nCZ_K6AXbMCCWCgfbYrWjnFykhNcgUd4,https://lh5.googleusercontent.com/p/AF1QipN7rDLRNE6nioyfeOLokZGVdRM8mMl6017IQcbI,https://lh5.googleusercontent.com/p/AF1QipODRf6cLVPsKMZKMEwm1vUq662MVmYpBOdvydt1,//:0,https://lh5.googleusercontent.com/p/AF1QipOcZzy8cJH9jJwIp6hP0Bhj08EndUu1vguIzZQ6,https://lh5.googleusercontent.com/p/AF1QipMLtH4nMbeAa7KHoQpCij5-Xbuyanzsbf47VqNL,https://lh5.googleusercontent.com/p/AF1QipMctWFFTiHiSTPywXJOtq8JC5wCFudiwhFKbNb8,//:0,https://lh5.googleusercontent.com/p/AF1QipN3UEqWxgX7rp5s2lsDGN4hNuKpP6d_CXmqH520,https://lh5.googleusercontent.com/p/AF1QipM1x_K6o21mq4xk9n3W7tlSgtzOeT0nvGz8z8VP,//:0,https://lh5.googleusercontent.com/p/AF1QipMw1RNnAAu_-Ns68Vu92n7273iDQ5QhworzEi4w,https://lh5.googleusercontent.com/p/AF1QipMGon1EtPzF-NLrUmLIvUmBax-nlIIUvhPrXqLk,https://lh5.googleusercontent.com/p/AF1QipMux2mvOwS9T3HPNNY9hNiHyut6sjpN6lNrEZri,https://lh5.googleusercontent.com/p/AF1QipO4q8jg7CeRruoO3C1BjDwC924_sKPZM6NOl1zv,restaurant,Tura,Restaurant
Quick Bites-Karaoke Lounge,"#114, 1st floor, Urban hub, Hawakhana-Ringre Rd, Tura, Meghalaya 794001, India",+91 87949 32942,Not available,3.3,135.0,Cairo,https://maps.app.goo.gl/c1g3R3sWghcUiVtQ9,"G689+G5 Tura, Meghalaya, India",25.516312,90.217938,https://lh5.googleusercontent.com/p/AF1QipMZ8DKfLSl1ShnTBh4Cqth72L4Rz4GCDz-auXgC,https://lh5.googleusercontent.com/p/AF1QipMJFZpOOTj7i2JI0lR49QpMLigvc7dqtcA2siIQ,https://lh5.googleusercontent.com/p/AF1QipM027gKm_KFJ27LZPMwDzSn_I6h-BhPu_yFH5Z8,https://lh5.googleusercontent.com/p/AF1QipOU_UxSgKXyMuYK-cKz2PLRo-zWHteLl0Qc5pUa,,//:0,https://lh5.googleusercontent.com/p/AF1QipNnCJ7sSxV1t1gxlU7IlccIlSYd9rdnX7hwYXZR,https://lh5.googleusercontent.com/p/AF1QipND-6ceBkmtmJyxvi-jbVanQdTUF-IVoN6TvAiB,//:0,https://lh5.googleusercontent.com/p/AF1QipNE5OzsUnTPq7GzjqtFx-Wm6ajXccEbPxly6fwS,https://lh5.googleusercontent.com/p/AF1QipOsTpNf1l2a-Bn6JOKrcb9L0hMjWpyFJ26VgMid,//:0,https://lh5.googleusercontent.com/p/AF1QipNhBKwz1WykhM6mZS4lM5u2cU4PBeVElXutKosx,https://lh5.googleusercontent.com/p/AF1QipNYmaoRcFAcctDqQmIY8Z-0O810bJuJD2yttjwd,//:0,https://lh5.googleusercontent.com/p/AF1QipObdu44X9XgK31CH9mbOeFJun3RA5k3x7NyZZLw,https://lh5.googleusercontent.com/p/AF1QipNj5X_UoXJ-XflrCcksQGV8672C1ecRg_nC2bP9,https://lh5.googleusercontent.com/p/AF1QipOV6UDUZ52r3pFJoTdKtS7rXBAPEcegRjMQ23PP,https://lh5.googleusercontent.com/p/AF1QipM8boeC5GTD38wiuwbdzTnygFwGGt5YqzBx6juA,https://lh5.googleusercontent.com/p/AF1QipOR5wASUeH6ZylOQ_MMOmYSZO0IL0k_OEi7K-s5,restaurant,Tura,Family restaurant
Foodie's World,"Sora Complex, Foodie's world, Holy Cross Hospital - Dakopgre Rd, Tura, Meghalaya 794101, India",+91 81198 01010,Not available,3.5,332.0,Cairo,https://maps.app.goo.gl/nC5YQg4kdkVy8U2k6,"G57P+QV Tura, Meghalaya, India",25.514437,90.187187,https://lh5.googleusercontent.com/p/AF1QipOKiKEMGP2Yz-CNm0AqOPfFLOUJybGXRmDUwVUD,https://lh5.googleusercontent.com/p/AF1QipO-RH7j29fXnblnLmSD5_TySKqLhUR6wlnuO4sN,https://lh5.googleusercontent.com/p/AF1QipNNrMi0Uy7lX4NsD1FJvarHg2oXL9dBHvAjRKS-,https://lh5.googleusercontent.com/p/AF1QipOyfOHaqO9MCrblE14Sui20jxIxKdHOsPF7t4VR,https://lh5.googleusercontent.com/p/AF1QipOmnLWWnKSSpq5sZmh2JS69n_I3tmXqPV-ryQSw,//:0,https://lh5.googleusercontent.com/p/AF1QipOkHVSMuvw13XX4mh_DndiRZgYXdC7EdSJvmjTq,https://lh5.googleusercontent.com/p/AF1QipMAJiGGm33fV_vdPtC7XQ_UEfAkb3fE8zcoU7QD,//:0,https://lh5.googleusercontent.com/p/AF1QipOLyJgX6uWgxtMliqWdzR29m6JUQNhR5qOfLere,https://lh5.googleusercontent.com/p/AF1QipPhzMXKLWosUcphgGj8x2Gl0QiGsd3zoj91eDR7,//:0,https://lh5.googleusercontent.com/p/AF1QipObZRTUnh8EqtVZzGTsC4MGwzm-m69l1-t3bN8J,https://lh5.googleusercontent.com/p/AF1QipPYBcIG6kpScfvFjm6doojoXF70P26x0QceYcJV,//:0,https://lh5.googleusercontent.com/p/AF1QipOfQwro8n4iTHS90bk1-tWiAsD9mNE4KNkF5T02,https://lh5.googleusercontent.com/p/AF1QipPsIWcR4N4_c_Mz1WsiQJHVXwqT1E3pOSEqyUfX,https://lh5.googleusercontent.com/p/AF1QipMChaK2_clChw79Al5LF3Nfdx51LtK2b-ZZsY3K,https://lh5.googleusercontent.com/p/AF1QipOQiNCTvpPamo4K53IJEVPoyYb5Xz4F6C8SXT8d,https://lh5.googleusercontent.com/p/AF1QipNcaUfhhiip0aPVNxn1TOmyE9G4oJ1dtEVyJYp2,restaurant,Tura,Fast food restaurant
Renuma Hotel 2,"ANADAMATH,TURA BAZAR, Bazaar - Hawakhana Rd, Lower Hawakhana, Tura, Meghalaya 794001, India",not available,Not available,4.4,7.0,Cairo,https://maps.app.goo.gl/QjGTVCxuyrZM7tnm7,"G678+8J Tura, Meghalaya, India",25.513312,90.216562,https://lh5.googleusercontent.com/p/AF1QipNL9ke-Fj5nAKD7Ef5DJyTrK6xGJG5r2qSpxwIG,https://lh5.googleusercontent.com/p/AF1QipN00kmuR1WJ2bU-cUPE8WZ2zffM0UW8zZOh76sP,https://lh5.googleusercontent.com/p/AF1QipOW6lbwShzDjNIUMDzXjU2ZrpUF6U0zzi1uydEW,https://lh5.googleusercontent.com/p/AF1QipNt8YisGrS_J4dEelbdApJS6TGedvZwV84_mEeq,https://lh5.googleusercontent.com/p/AF1QipPUGAF1HWiLbpMf5qZ_WaMczxYu9WtwAPE910DD,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MAyGRNNkMcYryhq_rdiuDA&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=337.66327&pitch=0&thumbfov=100,,,,,,,,,,,,,,,restaurant,Tura,Rice restaurant
